Date,Site,Total,Shannon Diversity Index,Species_Richness,Evenness,AvgHBTI,Percent Gathering Collectors,Percent Multiple,Percent Predators,Percent Filtering Collectors,Percent Scrapers,Percent Shredders,Percent Detritivore,AvgHBTI_Gathering Collectors,AvgHBTI_Multiple,AvgHBTI_Predators,AvgHBTI_Filtering Collectors,AvgHBTI_Scrapers,AvgHBTI_Shredders,AvgHBTI_Detritivore,Gathering Collectors_Count,Multiple_Count,Predators_Count,Filtering Collectors_Count,Scrapers_Count,Shredders_Count,Detritivore_Count,Time_Period,Li_Filtered,LiCen_Filtered,Na_Filtered,NaCen_Filtered,Mg_Filtered,MgCen_Filtered,Al_Filtered,AlCen_Filtered,K_Filtered,KCen_Filtered,Ca_Filtered,CaCen_Filtered,V_Filtered,VCen_Filtered,Cr_Filtered,CrCen_Filtered,Mn_Filtered,MnCen_Filtered,Fe_Filtered,FeCen_Filtered,Co_Filtered,CoCen_Filtered,Ni_Filtered,NiCen_Filtered,Cu_Filtered,CuCen_Filtered,Zn_Filtered,ZnCen_Filtered,As_Filtered,AsCen_Filtered,Se_Filtered,SeCen_Filtered,Sr_Filtered,SrCen_Filtered,Cd_Filtered,CdCen_Filtered,Ba_Filtered,BaCen_Filtered,Tl_Filtered,TlCen_Filtered,Pb_Filtered,PbCen_Filtered,U_Filtered,UCen_Filtered,Li_Total,LiCen_Total,Na_Total,NaCen_Total,Mg_Total,MgCen_Total,Al_Total,AlCen_Total,K_Total,KCen_Total,Ca_Total,CaCen_Total,V_Total,VCen_Total,Cr_Total,CrCen_Total,Mn_Total,MnCen_Total,Fe_Total,FeCen_Total,Co_Total,CoCen_Total,Ni_Total,NiCen_Total,Cu_Total,CuCen_Total,Zn_Total,ZnCen_Total,As_Total,AsCen_Total,Se_Total,SeCen_Total,Sr_Total,SrCen_Total,Cd_Total,CdCen_Total,Ba_Total,BaCen_Total,Tl_Total,TlCen_Total,Pb_Total,PbCen_Total,U_Total,UCen_Total,Type,TotalArea,BurnedPercent,BurnedStructures,ImperviousPercent,UnburnedWildlandPercent,BurnedWildlandPercent,BurnedUrbanPercent,UnburnedUrbanPercent,UnburnedPercent,BurnedAcres,UnburnedAcres,ImperviousAcres,UnburnedWildlandAcres,BurnedWildlandAcres,BurnedUrbanAcres,UnburnedUrbanAcres,Chl_A,Hardness,HardnessCen,Colr,Shp,PeakFFG,UnivoltinePercent,daysSincePrecip,Precip,Flow,Percent_Baetis,Percent_Baetidae,BurnedStructures_Per_Acre,BurnedStructures_Per_Urban_Acre,BurnedStructures_Per_Burned_Urban_Acre,BurnedStructures_Per_Total_Acres,Dominant_FFG_Number,Percent_Baet,Precip2Week,Temp,TempCen,pH,pHCen,Turbidity,TurbidityCen,Conductivity,ConductivityCen,TSS,TSSCen,Alkalinity,AlkalinityCen,NPOC,NPOCCen,TDN,TDNCen,Ammonia,AmmoniaCen,TDP,TDPCen,Nitr,NitrCen,TDON,TDONCen,Chloride,ChlorideCen,Sulfate,SulfateCen,Fluoride,FluorideCen,Nitrite,NitriteCen,Bromide,BromideCen,Nitrate,NitrateCen,Phosphate,PhosphateCen,Mn_Particulate,ChlAPerScrap
2022-02-27,Greenbelt Plateau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snowmelt Period,16.28024596475275,0,101000,G,31496.7285741984,0,66.5725021387982,0,2297.922208864975,0,96981.436987545,0,0.4,L,3,L,7.319550290509804,0,36.6177339236176,0,0.2,L,0.954531352183118,0,2.27406715922074,0,7.426714230610299,0,0.6,L,1.4,L,607.119357985678,0,0.1,L,64.78131815693145,0,0.2,L,1,L,4.527006916783074,0,25,L,107690.106462531,0,32813.5728514216,0,75,L,2431.8291501729773,0,98496.10888500077,0,5,L,15,L,6.6951199327327,0,50,L,0.5,L,2.5,L,10,L,26.521805212215796,0,5,L,7.5,L,652.8731009971425,0,1,L,73.33487361885526,0,2.5,L,2.5,L,4.5070277061739805,0,Snowmelt,13771,0,0,1.5,92,0,0,7.9,100,0,13771,206.565,12669.32,0,0,1087.909,NA,371.8661764264489,0,#999999,15,NA,NA,3,0,NA,NA,NA,NA,0,NA,0,NA,NA,0.723333333,4,0,7.44,0,0.476,0,1200,0,0.4044989775051148,0,82.5,0,2.512,0,104.5,0,0.73,0,NA,NA,NA,NA,NA,NA,172.5286636146778,0,241.80819997337036,0,0.2962216790960166,0,NA,NA,0.26338082513942235,0,NA,NA,NA,NA,0,NA
2022-02-27,Highway 36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snowmelt Period,40.940728390969994,0,252500,G,22529.53928073475,0,1026.147277817315,0,5016.35790868585,0,74325.649507843,0,2.2659946276902,0,15,L,175.6746419892345,0,682.6663899324301,0,2,L,4,L,10,L,52.88146646832401,0,3,L,7,L,666.8582611151651,0,0.5,L,108.595669770905,0,0.8,L,NA,NA,3.924067874952545,0,93.366466529192,0,452217.3623987045,0,17671.324526823228,0,691.1404125582185,0,5591.2066309233305,0,49294.02844590887,0,5.2685332216441,0,15,L,145.76175139602591,0,1098.473283293265,0,2.234413202422965,0,4,L,19.80783989841025,0,93.65459559174778,0,3,L,7,L,476.707819560603,0,0.5,L,121.2154417504175,0,0.8,L,3.401424408480958,0,4.579158191437945,0,Snowmelt,974,89,349,24,4,49,40,6.7,11,866.86,107.14,233.76,38.96,477.26,389.6,65.25800000000001,NA,278.36778957914964,0,#56b4e9,17,NA,NA,3,0,NA,NA,NA,0.4026024963661952,0.767272423481614,0.8957905544147844,0.35831622176591377,NA,NA,0.723333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
2022-03-12,Greenbelt Plateau,74,1.23,8,0.589973040214641,4.743243243243243,64.86486486486487,27.027027027027028,4.054054054054054,2.702702702702702,1.351351351351351,0,0,4.375,6,2,4,7,NA,NA,48,20,3,2,1,0,0,Snowmelt Period,11.2199406984625,0,50500,G,23254.653745303673,0,10,L,2092.94397996963,0,67255.2787481096,0,0.4,L,3,L,3.82978528443241,0,30,L,0.4,L,0.8,L,2,L,3,L,0.6,L,1.4,L,443.2858857388685,0,0.1,L,55.8059321630001,0,0.2,L,0.2,L,2.327851797301873,0,11.2545754366185,0,81476.2236728826,0,22850.05747231,0,20,L,2061.24528801426,0,67956.235078067,0,0.8,L,6,L,4.41091379163352,0,60,L,0.8,L,1.6,L,4,L,42.1813368550882,0,1.2,L,2.8,L,442.539926552076,0,0.2,L,63.8138336972604,0,0.3,L,0.4,L,2.4904842194407,0,Snowmelt,13771,0,0,1.5,92,0,0,7.9,100,0,13771,206.565,12669.32,0,0,1087.909,1.275,263.6990951571902,0,#999999,15,Gathering Collectors,25,2,0,NA,NA,NA,NA,0,NA,0,48,NA,0.295,6.3,0,7.2,0,0.3505,0,902.65,0,0.31315240083506757,0,77,0,2.603,0,105,0,0,0,2,0,NA,NA,NA,NA,142.93668270334538,0,151.36099442166753,0,0.24510311900497936,0,NA,NA,0.09917840953038023,0,NA,0,NA,NA,0.5811285072011105,1.275
2022-03-12,Highway 36,20,1.41,6,0.7889297703925142,4.95,35,40,5,5,5,10,0,4,6,NA,4,5,7,NA,7,8,1,1,1,2,0,Snowmelt Period,20,L,161610.279531428,0,26949.40121948244,0,40,L,3264.461718442776,0,86201.2542814208,0,1.6,L,12,L,70.0075193376564,0,120,L,1.6,L,3.2,L,8,L,12,L,2.4,L,5.6,L,637.529461070588,0,0.4,L,138.6139266310912,0,0.6,L,0.8,L,2.423445653213016,0,51.529433292658,0,420206.30725212547,0,70679.085989072,0,91.411607545687,0,8869.16066308705,0,214905.85920910552,0,2,L,15,L,178.7317748880545,0,661.196157414825,0,2,L,4,L,10,L,17.340098207492,0,3,L,7,L,1649.746197955685,0,0.5,L,348.00692733115295,0,0.8,L,1,L,5.9337168200046495,0,Snowmelt,974,89,349,24,4,49,40,6.7,11,866.86,107.14,233.76,38.96,477.26,389.6,65.25800000000001,0.156,326.22216616253644,0,#56b4e9,17,Multiple,17,2,0,NA,0,1,0.4026024963661952,0.767272423481614,0.8957905544147844,0.35831622176591377,8,1,0.295,8.1,0,8.57,0,4.965,0,1400,0,5.91900311526478,0,95,0,2.941,0,294,0,3.3,0,2.8,0,NA,NA,NA,NA,286.15511409427023,0,141.61720104548917,0,0.23931067788160573,0,NA,NA,0.16878656882946858,0,NA,0,NA,NA,108.7242555503981,0.156
2022-03-12,CTC Open Space,89,2.1,13,0.81961227174407425,4.831460674157303,12.359550561797754,10.112359550561798,15.730337078651685,23.59550561797753,29.213483146067414,5.617977528089888,3.3707865168539324,4.090909090909091,6,4.083333333333333,5.714285714285714,5,6.4,NA,11,9,14,21,26,5,3,Snowmelt Period,57.8047395888527,0,101000,G,50507.8713100722,0,20,L,4010.25269918755,0,127529.9133839236,0,0.8,L,6,L,47.1829273328026,0,60,L,0.8,L,1.6,L,4,L,6,L,1.2,L,2.8,L,1192.224989267988,0,0.2,L,200.0684860945198,0,0.3,L,0.4,L,11.42463438176274,0,56.9565555503645,0,383779.9018447125,0,48998.49952583415,0,50,L,3969.112847474485,0,119321.869581086,0,2,L,15,L,57.614395068526,0,231.632273676302,0,2,L,4,L,10,L,15,L,3,L,7,L,1097.66304675862,0,0.5,L,196.0810133667635,0,0.8,L,1,L,10.5824807654737,0,Snowmelt,1433,16,415,28,24,4.4,11,59,84,229.28,1203.72,401.24000000000007,343.91999999999996,63.05200000000001,157.63,845.4699999999999,1.815,526.4336077745345,0,#3172b2,18,Scrapers,23,2,0,NA,0.07692307692307693,0.9230769230769232,1.810013956734124,0.4137174758249427,2.6327475734314536,0.28960223307745986,26,1,0.295,6.5,0,8.03,0,2.64,0,2685,0,2.3883696780893007,0,180,0,3.4275,0,415.1,0,8.9,0,1.1,0,NA,NA,NA,NA,742.8951814615239,0,123.28335394911758,0,0.5645460752068178,0,NA,NA,0.3932961854874614,0,NA,NA,NA,NA,10.431467735723402,0.0698076923076923
2022-03-12,Superior Associates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Snowmelt Period,10,L,46689.7321102316,0,18415.54623818786,0,20,L,1640.464917363418,0,57455.3421625204,0,0.8,L,6,L,29.5208665040006,0,60,L,0.8,L,1.6,L,4,L,6,L,1.2,L,2.8,L,369.486137769468,0,0.2,L,97.6867405561956,0,0.3,L,0.4,L,0.72609343139459,0,25,L,113493.072665993,0,45852.2675594335,0,222.068357755807,0,4246.26426088728,0,146888.5470316825,0,2,L,15,L,86.0743054762165,0,316.9801100193985,0,2,L,4,L,10,L,15,L,3,L,7,L,945.27244525218,0,0.5,L,251.090348109918,0,0.8,L,1.4372858503010248,0,1.823123293079445,0,Snowmelt,3122,16,5,0.8,81,16,0.6,2.8,84,499.52,2622.48,24.976,2528.82,499.52,18.732,87.416,NA,219.30120878867103,0,#479f74,16,NA,NA,2,0,NA,NA,NA,0.01000960922485586,0.0471040434110864,0.266922912662823,0.00160153747597693,NA,NA,0.295,7.4,0,7.08,0,8.89,0,983.21,0,22.79792746113992,0,71.5,0,2.799,0,183.6,0,10.2,0,23.9,0,NA,NA,NA,NA,148.48608466060932,0,193.10173434546857,0,0.20541309016656484,0,NA,NA,0.13514661663800687,0,NA,0,NA,NA,56.55343897221589,NA
2022-04-03,Greenbelt Plateau,40,1.96,11,0.8191669385235164,4.3,27.5,32.5,22.5,5,0,0,12.5,4.454545454545454,6.3076923076923075,3.4444444444444446,5,NA,NA,NA,11,13,9,2,0,0,5,Snowmelt Period,9.9436093323534,0,50500,G,18374.00989569461,0,10,L,2044.44484908699,0,56358.9998452474,0,1.671413448051212,0,3,L,70.87277672865127,0,1945.699641512264,0,1.724357063572948,0,0.8,L,2,L,276.9,0,0.6,L,1.4,L,377.7689156000945,0,0.1,L,90.078486925922,0,0.4,L,0.2,L,1.591993332194824,0,10.5366388371861,0,65767.0838126088,0,18423.49338435943,0,353.8326993778485,0,2083.8413750240497,0,54054.5986714056,0,1.687109833676196,0,3,L,135.1077560164002,0,1885.306156820889,0,1.728892731813032,0,1.10578247297716,0,2.4157575987182,0,269.914859292129,0,0.660221959085779,0,1.4,L,390.486577092016,0,0.1,L,90.7607386793956,0,0.2,L,0.575457282163169,0,1.644810325846203,0,Baseflow,13771,0,0,1.5,92,0,0,7.9,100,0,13771,206.565,12669.32,0,0,1087.909,1.143,216.39259536405316,0,#999999,15,Multiple,9.1,4,0,4.1,NA,NA,NA,0,NA,0,13,NA,0.775,7.3,0,7.69,0,NA,NA,686,0,NA,NA,NA,0,2.656,0,137.8,0,6.2,0,1.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.23497928774893,Inf
2022-04-03,Superior Associates,142,0.74,4,0.5369404125144505,5.915492957746479,0,59.859154929577464,0.704225352112676,38.732394366197184,0,0,0.704225352112676,NA,6,NA,6,NA,NA,NA,0,85,1,55,0,0,1,Snowmelt Period,10.9020290498031,0,50500,G,25120.0023122045,0,10,L,2178.03029180005,0,80109.055665004,0,0.4,L,3,L,33.93129123570825,0,98.6410788298602,0,0.4,L,0.8,L,7.21606435166787,0,305.7,0,0.6,L,1.4,L,533.530487107924,0,0.1,L,500.698251301959,0,0.2,L,0.2,L,1.036082037805693,0,11.37836190783722,0,74001.8835484834,0,24940.1551513816,0,918.872983171292,0,2526.57754209666,0,78670.0165909748,0,1.765792873172676,0,6,L,43.5612427206466,0,865.283670389638,0,0.8,L,1.6,L,4,L,27.157536654708,0,1.2,L,2.8,L,539.875967899868,0,0.2,L,143.7694363672534,0,0.3,L,1.80807639444411,0,1.052090341250836,0,Baseflow,3122,16,5,0.8,81,16,0.6,2.8,84,499.52,2622.48,24.976,2528.82,499.52,18.732,87.416,0.178,303.47648151717306,0,#479f74,16,Multiple,0,4,0,4.1,NA,NA,0.01000960922485586,0.0471040434110864,0.266922912662823,0.00160153747597693,85,NA,0.775,9.6,0,7.48,0,NA,NA,975,0,NA,NA,NA,0,2.574,0,124.5,0,7.3,0,5.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.629951484938346,Inf
2022-04-03,Highway 36,184,0.92,8,0.44303646686319686,5.271739130434782,3.260869565217391,75.54347826086956,5.978260869565218,12.5,0,0,2.717391304347826,4.333333333333333,6,8,4.086956521739131,NA,NA,NA,6,139,11,23,0,0,5,Snowmelt Period,13.4271242489144,0,84943.3781042156,0,26928.04644393345,0,10,L,2539.37504466879,0,82385.1017083522,0,0.4,L,3,L,43.387287280878496,0,30,L,0.4,L,0.8,L,2,L,3.54577436167463,0,0.6,L,1.4,L,564.770896291898,0,0.1,L,186.4042126614491,0,0.2,L,0.2,L,1.603116916422263,0,12.4200221106877,0,84592.4713376288,0,26337.0119405322,0,162.2252998455484,0,2685.55406922364,0,81592.629116749,0,0.80215540447152,0,6,L,48.3597606416924,0,388.534273431288,0,0.8,L,1.6,L,4,L,35.631400499327,0,1.2,L,2.8,L,580.581988324402,0,0.2,L,138.0307044691186,0,0.3,L,0.4,L,1.434903471616864,0,Baseflow,974,89,349,24,4,49,40,6.7,11,866.86,107.14,233.76,38.96,477.26,389.6,65.25800000000001,2.033,316.60529422187335,0,#56b4e9,17,Multiple,0,4,0,4.1,NA,NA,0.4026024963661952,0.767272423481614,0.8957905544147844,0.35831622176591377,139,NA,0.775,11.2,0,8.74,0,NA,NA,1045,0,NA,NA,NA,0,2.703,0,168.3,0,3.2,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9724733608139005,Inf
2022-04-03,CTC Open Space,296,1.91,13,0.7455346458051705,5.101351351351352,5.405405405405405,13.85135135135135,12.83783783783784,32.0945945945946,23.986486486486488,6.081081081081081,5.743243243243243,4.1875,6,4.277777777777778,5.936842105263158,5.056338028169014,6.666666666666667,NA,16,41,38,95,71,18,17,Snowmelt Period,40.4236991285628,0,210832.198528572,0,42147.5661182226,0,25.9125970396742,0,2895.59069986404,0,108600.2512077807,0,0.8,L,6,L,34.5534488499862,0,300.626103829512,0,0.8,L,1.6,L,4,L,33.5213132414944,0,1.2,L,2.8,L,984.151144936798,0,0.2,L,172.4354726324932,0,0.3,L,2.81939024,0,8.8943657368773,0,38.4857373046053,0,218257.0620448875,0,39728.55532981985,0,50,L,2818.7691715176297,0,102218.459089069,0,2,L,15,L,32.29078987371165,0,282.50336333396,0,2,L,4,L,10,L,67.223923010969,0,3,L,7,L,936.4053216738,0,0.5,L,172.5040623905025,0,0.8,L,1,L,7.96693359050235,0,Baseflow,1433,16,415,28,24,4.4,11,59,84,229.28,1203.72,401.24000000000007,343.91999999999996,63.05200000000001,157.63,845.4699999999999,5.672,444.7385045406691,0,#3172b2,18,Filtering Collectors,23,4,0,4.1,0.971830985915493,0,1.810013956734124,0.4137174758249427,2.6327475734314536,0.28960223307745986,95,0.971830985915493,0.775,10.3,0,8.23,0,NA,NA,1996,0,NA,NA,NA,0,3.108,0,266.29999999999995,0,6.9,0,1.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.07988732394366196
2022-04-16,Greenbelt Plateau,208,0.88,8,0.42220032718906136,5.543269230769231,15.865384615384617,4.8076923076923075,1.4423076923076923,75.96153846153847,0.9615384615384616,0,0.9615384615384616,4,6,3,5.962025316455696,5,NA,NA,33,10,3,158,2,0,2,Snowmelt Period,10.3364673787729,0,50500,G,20970.51472522685,0,10,L,2169.63235645297,0,64399.9870849626,0,0.4,L,3,L,0.558806726271123,0,63.2843544837476,0,0.4,L,0.8,L,2,L,6.03114991068086,0,0.6,L,1.4,L,423.15127538712454,0,0.1,L,69.23281157397365,0,0.2,L,0.2,L,1.746940779020246,0,13.5294630313052,0,80375.1727246512,0,23144.079663076,0,5909.4688299185,0,3605.42998187596,0,78718.94931516261,0,27.1783199953798,0,5.70719584395591,0,2396.51746590732,0,NA,0,28.8790062306728,0,14.251966075735,0,13.6395587831096,0,101.10603986851,0,7.88719443973889,0,1.45568169735928,0,506.885575727956,0,0.364922906400709,0,434.168062517516,0,0.2,L,8.12671346120687,0,5.33242056971887,0,Baseflow,13771,0,0,1.5,92,0,0,7.9,100,0,13771,206.565,12669.32,0,0,1087.909,0.342,247.16334738963585,0,#999999,15,Filtering Collectors,25,6,0,2.59,1,0,NA,0,NA,0,158,1,0.12,6.5,0,7.67,0,NA,NA,872,0,NA,NA,NA,0,2.656,0,166.1,0,6.8,0,3.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2395.958659181049,0.171
2022-04-16,Superior Associates,80,1,5,0.6193138809494099,5.5375,0,48.75,8.75,42.5,0,0,0,NA,6,2.5,6,NA,NA,NA,0,39,7,34,0,0,0,Snowmelt Period,10.6526885097132,0,50500,G,24587.3585749663,0,10,L,2128.01313707628,0,79711.2335816128,0,0.4,L,3,L,29.10018844675685,0,30,L,0.4,L,0.8,L,2,L,61.77003551399185,0,0.6,L,1.4,L,517.225576232114,0,0.1,L,135.2445988011738,0,0.2,L,0.2,L,0.9798591213735036,0,11.62424096393088,0,72981.09635072,0,25547.9618622976,0,829.543020068984,0,2475.0576151173,0,79187.8027525466,0,1.70204586398782,0,6,L,79.9079949551428,0,1049.103796215498,0,0.8,L,1.6,L,4,L,256.377787683054,0,1.2,L,2.8,L,538.14843021847,0,0.2,L,152.8501796781196,0,0.3,L,1.698049779577808,0,1.080902349938488,0,Baseflow,3122,16,5,0.8,81,16,0.6,2.8,84,499.52,2622.48,24.976,2528.82,499.52,18.732,87.416,0.023,300.2896928649984,0,#479f74,16,Multiple,20,6,0,2.59,NA,NA,0.01000960922485586,0.0471040434110864,0.266922912662823,0.00160153747597693,39,NA,0.12,10.5,0,7.47,0,NA,NA,962,0,NA,NA,NA,0,2.402,0,116.8,0,13.7,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.80780650838595,Inf
2022-04-16,Highway 36,346,0.24,6,0.13336075566583505,5.835260115606936,0.28901734104046245,95.66473988439306,1.4450867052023122,2.023121387283237,0,0,0.5780346820809249,5,6,NA,4,NA,NA,NA,1,331,5,7,0,0,2,Snowmelt Period,15.6199528516328,0,50500,G,27083.3680095406,0,10,L,2879.88682807906,0,85444.5439655484,0,0.4,L,3,L,55.8119455437896,0,75.2576980893198,0,0.4,L,0.8,L,5.46708850718311,0,9.97822051457408,0,0.6,L,1.4,L,624.4667101462439,0,0.1,L,149.2310476001692,0,0.2,L,0.2,L,2.03297125689742,0,15.03482075239102,0,87861.4412428896,0,26407.893090533,0,69.9960957097754,0,2750.51932427398,0,84232.9643660398,0,0.8,L,6,L,62.796787974312,0,346.588478207944,0,0.8,L,1.6,L,4,L,71.766880246036,0,1.2,L,2.8,L,613.642874914442,0,0.2,L,147.5596719250052,0,0.3,L,0.4,L,1.86776829473047,0,Baseflow,974,89,349,24,4,49,40,6.7,11,866.86,107.14,233.76,38.96,477.26,389.6,65.25800000000001,2.606,324.88433574526255,0,#56b4e9,17,Multiple,0,6,0,2.59,NA,NA,0.4026024963661952,0.767272423481614,0.8957905544147844,0.35831622176591377,331,NA,0.12,14.5,0,8.37,0,NA,NA,1087,0,NA,NA,NA,0,2.728,0,178.9,0,12.4,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.984842430522399,Inf
2022-04-16,CTC Open Space,270,1.41,14,0.5344985764576987,5.274074074074074,5.555555555555555,65.92592592592592,10.37037037037037,2.2222222222222223,8.518518518518519,1.1111111111111112,6.296296296296297,4.6,6.067415730337078,4.44,4,5.434782608695652,5,NA,15,178,28,6,23,3,17,Snowmelt Period,44.013660433028704,0,101000,G,62143.6972601795,0,20,L,2921.2840670272462,0,139597.1942205968,0,0.8,L,6,L,53.7837802197457,0,213.2152531070716,0,0.8,L,1.6,L,13.56321100030244,0,19.8839920901112,0,1.2,L,2.8,L,1390.090017308668,0,0.2,L,187.6321150515343,0,0.3,L,0.4,L,18.13799593214096,0,43.9992031276835,0,238968.12395520747,0,56766.51728265501,0,779.5977968095301,0,3053.1656491748704,0,128931.14852608452,0,2.156158237566435,0,15,L,319.6918788279165,0,3294.73727321935,0,2,L,4,L,10,L,75.5226147485865,0,3,L,7,L,1350.4159197716751,0,0.5,L,206.613937221519,0,0.8,L,1.187156843144485,0,16.77075836937755,0,Baseflow,1433,16,415,28,24,4.4,11,59,84,229.28,1203.72,401.24000000000007,343.91999999999996,63.05200000000001,157.63,845.4699999999999,3.163,604.4819392862494,0,#3172b2,18,Multiple,29,6,0,2.59,0.782608695652174,0,1.810013956734124,0.4137174758249427,2.6327475734314536,0.28960223307745986,178,0.782608695652174,0.12,12.8,0,7.81,0,NA,NA,2183,0,NA,NA,NA,0,3.364,0,268.9,0,8,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265.9080986081708,0.13752173913043478
2022-05-04,CTC Open Space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early Rain,18.8196849855052,0,50500,G,10349.155652511,0,14.6911126484128,0,3517.71580459945,0,32395.8796060305,0,1.14301670919366,0,20.1311002873515,0,34.420881900672,0,61.1024452138501,0,1,L,1.09494323174549,0,3.0741944664667,0,6.12211134544569,0,1,L,1.5,L,274.404055725,0,0.1,L,55.7386526075887,0,1,L,0.2,L,2.12153317669965,0,25,L,91284.868077322,0,10910.31492784625,0,492.9559109548745,0,3629.4178825104345,0,33461.5676620359,0,2.7279604988203747,0,15,L,81.017177674017,0,1044.54767434402,0,2,L,4,L,10,L,95.175432191903,0,3,L,7,L,259.93433571437447,0,0.5,L,67.1727296604245,0,0.8,L,1.955857543715065,0,2.0654634522375352,0,Rain,1433,16,415,28,24,4.4,11,59,84,229.28,1203.72,401.24000000000007,343.91999999999996,63.05200000000001,157.63,845.4699999999999,NA,123.51033435329846,0,#3172b2,18,NA,NA,0,0.42,3.09,NA,NA,1.810013956734124,0.4137174758249427,2.6327475734314536,0.28960223307745986,NA,NA,0.7266666669999999,9.5,0,7.92,0,44.6,0,705,0,59.66386554621857,0,85,0,8.312,0,1334,0,127,0,NA,0,492.9519314876098,0,NA,NA,138.28359550945785,0,37.369531403319336,0,0.23438961258360552,0,NA,L,0.5235201982033298,0,0.4929519314876098,0,NA,NA,46.596295773345005,NA
2022-05-04,Greenbelt Plateau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Early Rain,23.2848223661559,0,50500,G,22342.774415712,0,17.379704982636,0,2589.45177613793,0,66759.5951596944,0,0.8,L,3,L,7.27097711183435,0,30,L,1,L,1,L,2.06267875045188,0,13.35908127515158,0,1,L,1.5,L,467.652080290781,0,0.1,L,89.5617765034783,0,0.4,L,0.2,L,2.344075323946395,0,21.8596702790928,0,93617.8838349294,0,22923.377462617,0,208.65042799198,0,2986.96596412334,0,63992.5207017669,0,1.33029595489081,0,3,L,70.3677907360069,0,1026.78969158636,0,1.30393022242854,0,1.32481099027773,0,2.55521756671749,0,12.7929119282007,0,0.6,L,1.4,L,436.873403392401,0,0.1,L,83.6437363536544,0,0.2,L,0.906575495826589,0,2.23758053198203,0,Rain,13771,0,0,1.5,92,0,0,7.9,100,0,13771,206.565,12669.32,0,0,1087.909,NA,258.706254157659,0,#999999,15,NA,NA,0,0.42,3.09,NA,NA,NA,0,NA,0,NA,NA,0.7266666669999999,8,0,8.2,0,16.75,0,933,0,20,0,76,0,4.279,0,260.1,0,NA,0,NA,0,NA,L,NA,NA,191.744674944471,0,110.09233014973276,0,0.1877950205686102,0,NA,NA,0.08947012943638925,0,NA,NA,NA,NA,63.09681362417255,NA
